language_no	predicate_no	verb	X	Y	locus	valency_pattern	sentence	glosses_en	back_translation_en	comms	glosses_ru	back_translation_ru	verb_original_orthography	sentence_original_orthography
28	65	aśel	NOM	ABL	Y	NOM_ABL	o Murš-a aš-il-o kata Marijk-a	ART.M.DIR.SG PN-NOM.SG fall_behind-PST-3SG.M from PN-NOM.SG	‘Murša fell behind Marijka.’	With a pronominal Y argument, the structure with the ablative case (ABL) would be used.	ART.M.DIR.SG PN-NOM.SG отставать-PST-3SG.M от PN-NOM.SG	‘Мурша отстал от Марийка.’	ашел	о Мурш-а аш-ил-о ката Марийк-а
28	66	vunavel	NOM	ACC	TR	TR	o Murš-a vunav-el ə phuv	ART.M.DIR.SG PN-NOM.SG plough-PRS-3SG ART.F.DIR.SG ground[ACC.SG]	‘Murša is ploughing the field.’		ART.M.DIR.SG PN-NOM.SG пахать-PRS-3SG ART.F.DIR.SG земля[ACC.SG]	‘Мурша пашет поле.’	вынавел	о Мурш-а вынав-е-л э пхув
28	67	khandel	NOM	ABL	Y	NOM_ABL	muř-ə vast khand-en kata binzin-o	my-PL hand.NOM smell-PRS.3PL from gasoline-NOM.SG	‘My hands smell of gasoline.’	With a pronominal Y argument, the structure with the ablative case (ABL) would be used.	мой-PL рука.NOM пахнуть-PRS.3PL от бензин.NOM	‘Мои руки пахнут бензином.’	кхандёл	мурр-э вас кхандё-н ката бензино
28	68	nakhəl	NOM	intal	TR	NOM_intal	o Murš-a nakh-ľ-a inťal o drom	ART.M.DIR.SG PN-NOM.SG go-PST-3SG through ART.M.DIR.SG road[NOM.SG]	‘Murša crossed the road.’	The word inťal ‘across’ can be dropped.	ART.M.DIR.SG PN-NOM.SG идти-PST-3SG через ART.M.DIR.SG дорога.NOM.SG	‘Мурша перешел дорогу.’	накхэл	о Мурш-а накх-л-я интял о дром
28	69	dilabal	NOM	ACC	TR	TR	o Murš-a dilaba-ď-a šukar dil-i	ART.M.DIR.SG PN-NOM.SG sing-PST-3SG beautiful song-ACC.SG	‘Murša sang a beautiful song.’		ART.M.DIR.SG PN-NOM.SG петь-PST-3SG красивый песня-ACC.SG	‘Мурша спел красивую песню.’	дилабал	о Мурш-а дилаба-д-я шукар дил-и
28	70	ramol	NOM	ACC	TR	TR	o Murš-a ramo-sarď-a pisʼmo	ART.M.DIR.SG PN-NOM.SG write-PST-3SG letter[ACC.SG]	‘Murša wrote a letter.’		ART.M.DIR.SG PN-NOM.SG писать-PST-3SG письмо[ACC.SG]	‘Мурша написал письмо.’	рамол	о Мурш-а рамо-сард-я письмо
28	71	pel	NOM	ACC	TR	TR	o Murš-a pi-ľ-a thud	ART.M.DIR.SG PN-NOM.SG drink-PST-3SG milk[ACC.SG]	‘Murša drank the milk.’		ART.M.DIR.SG PN-NOM.SG пить-PST-3SG молоко[ACC.SG]	‘Мурша выпил молоко.’	пел	о Мурш-а пи-л-я тхуд
28	72	bilavel	NOM	ACC	TR	TR	o Murš-a bila-ď-a kotor molivi	ART.M.DIR.SG PN-NOM.SG melt-PST-3SG piece[ACC.SG] lead[NOM.SG]	‘Murša melted a piece of lead.’		ART.M.DIR.SG PN-NOM.SG плавить-PST-3SG кусок[ACC.SG] свинец[NOM.SG]	‘Мурша расплавил кусок свинца.’	билавел	о Мурш-а била-д-я котор моливи
28	73	malaďol	NOM	LOC	Y	NOM_LOC	kad-o brićinar-i malaďo-l ka j kaď-a plaťj-a	this-M.NOM.SG belt-NOM.SG pass-PRS.3SG at ART.F.DIR.SG this-F.DIR.SG dress-NOM.SG	‘This belt goes well with my dress.’		этот-M.NOM.SG пояс-NOM.SG подходить-PRS.3SG к ART.F.DIR.SG этот-F.DIR.SG платье-NOM.SG	‘Этот пояс подходит к этому платью.’	маладёл	кад-о бричинар-и маладё-л ка й кад-я плать-я
28	74	mekəl	NOM	ACC	TR	TR	o Murš-a mek-ľ-a pehk-o for-o	ART.M.DIR.SG PN-NOM.SG leave-PST-3SG one’s-M.DIR.SG city-ACC.SG	‘Murša left his city.’		ART.M.DIR.SG PN-NOM.SG оставлять-PST-3SG свой-M.DIR.SG город-ACC.SG	‘Мурша покинул свой город.’	мекэл	о Мурш-а мек-л-я пеhк-о фор-о
28	75	vuśaravel	NOM	ACC	TR	TR	ə ponʼav-a vuśara-ď-a sa o pol-o	ART.F.DIR.SG carpet-NOM.SG cover-PST-3SG all ART.M.DIR.SG floor-ACC.SG	‘The carpet covers the whole floor.’		ART.F.DIR.SG ковер-NOM.SG покрывать-PST-3SG весь ART.M.DIR.SG пол-ACC.SG	‘Ковёр покрыл весь пол.’	вушяравел	э поняв-а вушяра-д-я са о пол-о
28	76	sərəl	NOM	ACC	TR	TR	o Murš-a mišto sərə-l khər	ART.M.DIR.SG PN-NOM.SG well remember-PRS.3SG house[ACC.SG]	‘Murša remembers the house well.’		ART.M.DIR.SG PN-NOM.SG хорошо помнить-PRS.3SG дом[ACC.SG]	‘Мурша хорошо помнит дом.’	сэрэл	о Мурш-а мишто сэрэ-л кхэр
28	77	aźutil	NOM	ACC	TR	TR	o Murš-a aźuti-sarď-a la Marijk-a	ART.M.DIR.SG PN[M]-NOM.SG help-PRS-3SG ART.F.OBL.SG PN[F]-ACC.SG	‘Murša helped Marijka.’		ART.M.DIR.SG PN[M]-NOM.SG помогать-PRS-3SG ART.F.OBL.SG PN[F]-ACC.SG	‘Мурша помог Марийке.’	ажютил	о Мурш-а ажюти-сард-я ла Марийк-акэ
28	78	aťarəl	NOM	ACC	TR	TR	o Murš-a aťarə-l francusko śib	ART.M.DIR.SG PN-NOM.SG understand-PRS.3SG French language[ACC.SG]	‘Murša understands French.’		ART.M.DIR.SG PN-NOM.SG понимать-PRS.3SG французский язык[ACC.SG]	‘Мурша понимает французский язык.’	атярэл	о Мурш-а атярэ-л француско шиб
28	79	del	NOM	ande	Y	NOM_ande	ə molnij-a ď-a and-o khər	ART.F.DIR.SG lighnting-NOM.SG give-PST.3SG in-ART.M.DIR.SG house[NOM.SG]	‘Lightning struck the house.’		ART.F.DIR.SG молния-NOM.SG давать-PST.3SG в-ART.M.DIR.SG дом[NOM.SG]	‘Молния попала в дом.’	дел	э молни-я д-я андо кхэр
28	80	śinelpe	NOM	INS	Y	NOM_INS	o Murš-a śin-ď-a-pe la britv-asa	ART.M.DIR.SG PN-NOM.SG cut_oneself-PST-3SG-REFL ART.F.OBL.SG razor-INS.SG	‘Murša cut himself with a razor.’		ART.M.DIR.SG PN-NOM.SG резаться-PST-3SG-REFL ART.F.OBL.SG бритва-INS.SG	‘Мурша порезался бритвой.’	шинелпе	о Мурш-a шин-д-я-пе ла бритв-аса
28	81	astarďol	NOM	pe	Y	NOM_pe	o stakan-o astard-il-o pe skafed-i	ART.M.DIR.SG glass-NOM.SG stick-PST-3SG.M on table-NOM.SG	‘The glass got stuck to the table.’		ART.M.DIR.SG стакан-NOM.SG прилипать-PST-3SG.F на стол-NOM.SG	‘Стакан прилип к столу.’	астардёл	о стакан-о астард-ил-о пе скафед-и
28	82	xasarəl	NOM	DAT	Y	NOM_DAT	o Murš-a xasar-ď-a la Marijk-akə	ART.M.DIR.SG PN-NOM.SG lose-PST-3SG ART.F.OBL.SG PN-DAT.SG	‘Murša lost to Marijka.’		ART.M.DIR.SG PN-NOM.SG проигрывать-PST-3SG ART.F.OBL.SG PN-DAT.SG	‘Мурша проиграл Марийке.’	хасарэл	о Мурш-а хасар-д-я ла Марийк-акэ
28	83	raduilpe	NOM	ABL	Y	NOM_ABL	o Murš-a radui-sajl-o kata la Marijk-ak-o pisʼmo	ART.M.DIR.SG PN-NOM.SG rejoice-PST-3SG.M from ART.F.OBL.SG PN-GEN.SG-M.DIR.SG letter.NOM.SG	‘Murša was glad about Marijka’s letter.’	With a pronominal Y argument, the structure with the ablative case (ABL) would be used.	ART.M.DIR.SG PN-NOM.SG радоваться-PST-3SG.M от ART.F.OBL.SG PN-GEN.SG-M.DIR.SG письмо.NOM.SG	‘Мурша обрадовался письму Марийки.’	радуилпе	о Мурш-а радуи-сайл-о ката ла Марийк-ак-о письмо
28	84	divinil	NOM	INS	Y	NOM_INS	o Murš-a divini-l la Marijk-asa	ART.M.DIR.SG PN-NOM.SG speak-PRS.3SG ART.F.OBL.SG PN-INS.SG	‘Murša is speaking with Marijka.’		ART.M.DIR.SG PN-NOM.SG разговаривать-PRS.3SG ART.F.OBL.SG PN-INS.SG	‘Мурша разговаривает с Марийкой.’	дивинил	о Мурш-а дивини-л ла Марийк-аса
28	85	arakhavel	NOM	ACC	TR	TR	ə Marijk-a arakha-ď-a le śav-es	ART.F.DIR.SG PN-NOM.SG give_birth-PST-3SG ART.M.OBL son-OBL.SG	‘Marijka gave birth to a son.’		ART.F.DIR.SG PN-NOM.SG рожать-PST-3SG ART.M.OBL сын-OBL.SG	‘Марийка родила сына.’	аракхавел	э Марийк-а аракха-д-я ле шяв-ес
28	86	peravel	NOM	ACC	TR	TR	o Murš-a pera-ď-a o stakan-o	ART.M.DIR.SG PN-NOM.SG drop-PST-3SG ART.M.DIR.SG glass-ACC.SG	‘Murša dropped the glass.’		ART.M.DIR.SG PN-NOM.SG ронять-PST-3SG ART.M.DIR.SG стакан-ACC.SG	‘Мурша уронил Марийку.’	перавел	о Мурш-а пер-а-д-я о стакан-о
28	87	rukavadil	NOM	INS	Y	NOM_INS	o Murš-a rukavadi-l amar-ə kyrd-osa	ART.M.DIR.SG PN-NOM.SG govern-PRS.3SG our-M.OBL village-INS.SG	‘Murša runs our village.’		ART.M.DIR.SG PN-NOM.SG руководить-PRS.3SG наш-M.OBL поселок-INS.SG	‘Мурша руководит нашим поселком.’	рукавадил	о Мурш-а рукавади-л по амаро кырдо
28	88	lel doro	ACC	pa	XY	ACC_pa	le Murš-as l-el doro pa Marijk-a	ART.M.OBL PN-ACC.SG take-PRS-3SG sadness with PN-NOM.SG	‘Murša misses Marijka.’		ART.M.OBL PN-ACC.SG брать-PRS-3SG грусть с PN-NOM.SG	‘Мурша скучает по Марийке.’	скучаил	ле Мурш-аc л-е-л доро па Марийк-а
28	89	źal	NOM	pala	Y	NOM_pala	o Murš-a źa-l pala Marijk-a	ART.M.DIR.SG PN-NOM.SG go-PRS.3SG behind PN-NOM.SG	‘Murša follows Marijka.’		ART.M.DIR.SG PN-NOM.SG идти-PRS.3SG за PN-NOM.SG	‘Мурша следует за Марийкой.’	жял	о Мурш-а жя-л пала Марийк-а
28	90	hulel	NOM	pa	Y	NOM_pa	o Murš-a hul-ist-o pa grast	ART.M.DIR.SG PN-NOM.SG dismount-PST-3SG.M from horse[NOM.SG]	‘Murša got down from the horse.’		ART.M.DIR.SG PN-NOM.SG слезать-PST-3SG.M с конь[NOM.SG]	‘Мурша слез с лошади.’	улел	о Мурш-а ул-ист-о па граст
28	91	ašunel	NOM	ACC	TR	TR	o Murš-a ašun-el radiva	ART.M.DIR.SG PN-NOM.SG listen-PRS.3SG radio[ACC.SG]	‘Murša is listening to radio.’		ART.M.DIR.SG PN-NOM.SG cлушать-PRS.3SG радио[ACC.SG]	‘Мурша слушает радио.’	ашунел	о Мурш-а ашуне-л радива
28	92	kandel o muj	*	*	*		o Murš-a kand-el o muj pesk-a d-ak-o	ART.M.DIR.SG PN-NOM.SG listen-PRS.3SG ART.M.DIR.SG mouth[ACC.SG] one’s-F.OBL.SG mother-GEN.SG-M.DIR.SG	‘Murša always listens to his mother.’	Not included in the database because Y is expressed as an NP-internal modifier.	ART.M.DIR.SG PN-NOM.SG слушать-PRS.3SG ART.M.DIR.SG рот[ACC.SG] свой-F.OBL.SG мать-GEN.SG-M.DIR.SG	‘Мурша слушается маму.’	кандел о муй	о Мурш-а канде-л о муй песк-а д-ак-о
28	93	ašunel	NOM	ACC	TR	TR	o Murš-a ašun-el muzyk-a	ART.M.NOM PN-NOM.SG listen-PRS.3SG music-ACC.SG	‘Murša hears the music.’		АRT.M.NOM PN-NOM.SG слышать-PRS.3SG музыка-ACC.SG	‘Мурша слышит музыку.’	ашунел	о Мурш-а ашун-е-л музык-а
28	94	amisavel	NOM	INS	Y	NOM_INS	o mʼod-o amis-ajl-o le thud-esa	ART.M.DIR.SG honey-NOM.SG mix-PST-3SG.M ART.M.OBL.SG milk-INS.SG	‘The honey got mixed with milk.’		ART.M.DIR.SG мед-NOM.SG смешиваться-PST-3SG.M ART.M.OBL.SG молоко-INS.SG	‘Мед смешался с молоком.’	амисавел	о мёд-о амис-айл-о ле тхуд-еса
28	95	dikhəl	NOM	pe	Y	NOM_pe	o Murš-a dikhə-l p-o ćeri	ART.M.DIR.SG PN-NOM.SG look-PRS.3SG on-ART.M.DIR.SG sky[NOM.SG]	‘Murša is looking at the sky.’	With a pronominal Y argument, the NOM_peLOC structure would be used.	ART.M.DIR.SG PN-NOM.SG смотреть-PRS.3SG на-ART.M.DIR.SG небо[NOM.SG]	‘Мурша смотрит на небо.’	дикхэл	о Мурш-а дикхэ-л по чери
28	96	śudel pa peste	NOM	ACC	TR	TR	o Murš-a śuď-a o gad pa pes-te	ART.M.DIR.SG PN-NOM.SG throw-PST.3SG ART.M.DIR.SG shirt[ACC.SG] from oneself-LOC	‘Murša took off his shirt.’		ART.M.DIR.SG PN-NOM.SG бросать-PST.3SG ART.M.DIR.SG рубашка[ACC.SG] с себя-LOC	‘Мурша снял рубашку.’	шюдел	о Мурш-а шюд-я о гад па пес-те
28	97	sykaďol ando suno	DAT	NOM	X	DAT_NOM	ə Marijk-a sykaďo-l le Murš-askə and-o sun-o	ART.F.DIR.SG PN-NOM.SG appear-PRS.3SG ART.M.OBL PN-DAT.SG in-ART.M.DIR.SG dream-NOM.SG	‘Murša dreams about Marijka.’		ART.F.DIR.SG PN-NOM.SG показываться-PRS.3SG ART.M.OBL PN-DAT.SG в-ART.M.DIR.SG сон-NOM.SG	‘Марийка видится Мурше во сне.’	сыкадёл андо суно	э Марийк-а сыкадё-л ле Мурш-аскэ андо сун-о
28	98	saglasilpe	NOM	INS	Y	NOM_INS	o Murš-a saglasi-sajl-o la Marijk-asa	ART.M.DIR.SG PN-NOM.SG agree-PST.REFL-3SG.M ART.F.OBL.SG PN-INS.SG	‘Murša agreed with Marijka.’		ART.M.DIR.SG PN-NOM.SG соглашаться-PST.REFL-3SG.M ART.F.OBL.SG PN-INS.SG	‘Мурша согласился с Марийкой.’	сагласилпе	о Мурш-а сагласи-сайл-о ла Марийк-аса
28	99	xalpe	NOM	INS	Y	NOM_INS	o Murš-a xa-ľ-a-pe la Marijk-asa	ART.M.DIR.SG PN-NOM.SG have_quarrel-PST-3SG-REFL ART.F.OBL.SG PN-INS.SG	‘Murša had a quarrel with Marijka.’		ART.M.DIR.SG PN-NOM.SG ругаться-PST-3SG-REFL ART.F.OBL.SG PN-INS.SG	‘Мурша поругался с Марийкой.’	халпе	о Мурш-а ха-л-я-пе ла Марийк-аса
28	100	kərəl	NOM	NOM(NO.AGR)	Y	NOM_NOM(NO.AGR)	kaď-a kuć-i kərə-l jekh řubl-a	this-F.DIR.SG cup-NOM.SG cost-PRS.3SG one rouble-NOM.SG	‘This cup costs one rouble.’		этот-F.DIR.SG кружка-NOM.SG стоить-PRS.3SG один рубль-NOM.SG	‘Эта кружка стоит один рубль.’	кэрэл	кад-я куч-и кэрэ-л йекх ррубл-а
28	101	del jag	NOM	ande	Y	NOM_ande	o Murš-a ď-a jag ande ćirikl-i	ART.M.DIR.SG PN-NOM.SG give-PST.3SG fire in bird-NOM.SG	‘Murša shot at the bird.’		ART.M.DIR.SG PN-NOM.SG давать-PST.3SG огонь в птица-NOM.SG	‘Мурша выстрелил в птицу.	дел яг	о Мурш-а д-я яг анде чирикл-и
28	102	śorəl	NOM	ACC	TR	TR	o Murš-a śor-ď-a zar-o ande kuć-i	ART.M.DIR.SG PN-NOM.SG pour-PST-3SG sugar-ACC.SG in cup-NOM.SG	‘Murša poured the sugar into the mug.’		ART.M.DIR.SG PN-NOM.SG сыпать-PST-3SG сахар-ACC.SG в кружка-NOM.SG	‘Мурша насыпал сахар в кружку.’	шёрэл	о Мурш-а шёр-д-я зар-о анде куч-и
28	103	xasarəl	NOM	ACC	TR	TR	o Murš-a xasar-ď-a le te-i	ART.M.DIR.SG PN-NOM.SG lose-PST-3SG ART.PL key-ACC.PL	‘Murša lost his keys.’		ART.M.DIR.SG PN-NOM.SG терять-PST-3SG ART.PL ключ-ACC.PL	‘Мурша потерял ключи.’	хасарэл	о Мурш-а хасар-д-я лe те-и
28	104	tasol	NOM	ande	Y	NOM_ande	o kašt tas-ul-o and-o paj	ART.M.DIR.SG log[NOM.SG] sink-PST-3SG.M in-ART.M.DIR.SG water[NOM.SG]	‘The log sank in the water.’		ART.M.DIR.SG полено[NOM.SG] тонуть-PST-3SG.M в-ART.M.DIR.SG вода[NOM.SG]	‘Полено утонуло в воде.’	тасол	о кашт тас-ул-о андо пай
28	105	mudarəl	NOM	ACC	TR	TR	o Murš-a mudar-ď-a le źukl-es	ART.M.DIR.SG PN-NOM.SG kill-PST-3SG ART.M.OBL dog-ACC.SG	‘Murša killed a dog.’		ART.M.DIR.SG PN-NOM.SG убивать-PST-3SG ART.M.OBL собака-ACC.SG	‘Мурша убил собаку.’	мударэл	о Мурш-а мудар-д-я ле жюкэл-ес
28	106	del	NOM	ande	Y	NOM_ande	o Murš-a ď-a ande man-de	ART.M.DIR.SG PN-NOM.SG give-PST.3SG in I-LOC	‘Murša hit me.’		ART.M.DIR.SG PN-NOM.SG давать-PST.3SG в я-LOC	‘Мурша ударил меня.’	дел	о Мурш-а д-я анде ман-де
28	107	ćumindel	NOM	ACC	TR	TR	o Murš-a ćuminď-a la Marijk-a ande buk-a	ART.M.DIR.SG PN-NOM.SG kiss-PST.3SG ART.F.OBL.SG PN-ACC.SG in cheek-NOM.SG	‘Murša kissed Marijka on the cheek.’		ART.M.DIR.SG PN-NOM.SG целовать-PST.3SG ART.F.OBL.SG PN-ACC.SG в щека-NOM.SG	‘Мурша поцеловал Марийку в щеку.’	чюминдел	о Мурш-а чюминд-я ла Марийк-а́ анде бук-а
28	108	dinel	NOM	ACC	TR	TR	o Murš-a din-ď-a knišk-a	ART.M.DIR.SG PN-NOM.SG read-PST-3SG book-ACC.SG	‘Murša read a book.’		ART.M.DIR.SG PN-NOM.SG читать-PST-3SG книга-ACC.SG	‘Мурша прочитал книгу.’	динел	о Мурш-а дин-д-я книшк-а
28	109	mištil	NOM	INS	Y	NOM_INS	o Murš-a mišti-l le naj-anca	ART.M.DIR.SG PN-NOM.SG move-PRS.3SG ART.PL finger-INS.PL	‘Murša is moving his fingers.’		ART.M.DIR.SG PN-NOM.SG шевелить-PRS.3SG ART.PL палец-INS.PL	‘Мурша шевелит пальцами.’	миштил	о Мурш-а мишти-л ле на-янца
28	110	thol laźav	NOM	pe	Y	NOM_pe	o Murš-a tho-l laźav pe Marijk-a	ART.M.DIR.SG PN-NOM.SG set-PRS.3SG shame on PN-NOM.SG	‘Murša respects Marijka.’		ART.M.DIR.SG PN-NOM.SG ставить-PRS.3SG стыд на PN-NOM.SG	‘Мурша уважает Марийку.’	тхол лажяв	о Мурш-а тхо-л лажяв пе Марийк-а
28	111	grecolpe	NOM	ABL	Y	NOM_ABL	o Murš-a greco-l-pe kata melal-i pasud-a	ART.M.DIR.SG PN-NOM.SG be_squeamish-PRS.3SG-REFL from dirty-F.DIR.SG dishes-NOM.SG	‘Murša is squeamish about dirty dishes.’	With a pronominal Y argument, the structure with the ablative case (ABL) would be used.	ART.M.DIR.SG PN-NOM.SG брезговать-PRS.3SG-REFL от грязный-F.DIR.SG посуда-NOM.SG	‘Мурша брезгует грязной посудой.’	грецолпе	о Мурш-а грецо-л-пе ката мелал-и пасуда
28	112	mišto	DAT	pala	XY	DAT_pala	le Murš-ahkə mišto pala pehk-o śav	ART.M.OBL PN-DAT.SG well for one’s-M.DIR.SG son[NOM.SG]	‘Murša is satisfied with his son.’	Non-verbal predicate.	ART.M.OBL PN-DAT.SG хорошо за свой-M.DIR.SG сын[NOM.SG]	‘Мурша доволен своим сыном.’	мишто	ле Мурш-аhкэ мишто пала пеhк-о шяв
28	113	vľubilpe	NOM	ande	Y	NOM_ande	o Murš-a vľubi-sajl-o ande Marijk-a	ART.M.DIR.SG PN-NOM.SG fall_in_love-PST-3SG.M in PN-NOM.SG	‘Murša fell in love with Marijka.’		ART.M.DIR.SG PN-NOM.SG влюбиться-PST-3SG.M из-за PN-NOM.SG	‘Мурша влюбился в Марийку’	влюбилпе	о Мурш-а влюби-сайл-о анде Марийк-а
28	114	paťalpe	NOM	ande	Y	NOM_ande	o Murš-a paťa-l-pe ande Marijk-a	ART.M.DIR.SG PN-NOM.SG believe-PRS.3SG-REFL in PN-NOM.SG	‘Murša trusts Marijka.’		ART.M.DIR.SG PN-NOM.SG верить-PRS.3SG-REFL в PN-NOM.SG	‘Мурша доверяет Марийке.’	патял	о Мурш-а патя-л ла Марийк-акэ
28	115	mila	DAT	ABL	XY	DAT_ABL	le Murš-ahkə mila kata Marijk-a	ART.M.OBL PN-DAT.SG sorry from PN-NOM.SG	‘Murša sympathises with Marijka.’	Non-verbal predicate. With a pronominal Y argument, the structure with the ablative case (ABL) would be used.	ART.M.OBL PN-DAT.SG жаль от PN-NOM.SG	‘Мурша жалеет Марийку.’	мила	ле Мурш-аhкэ мила ката Марийк-а
28	116	xal xoli	NOM	pe	Y	NOM_pe	o Murš-a xa-l xoli pe Marijk-a	ART.M.DIR.SG PN-NOM.SG eat-PRS.3SG spite on PN-NOM.SG	‘Murša envies Marijka.’		ART.M.DIR.SG PN-NOM.SG есть-PRS.3SG злость на PN-NOM.SG	‘Мурша завидует Марийке.’	хал холи	о Мурш-а ха-л хол-и пе Марийк-а
28	117	xoľavel	NOM	pe	Y	NOM_pe	o Murš-a xoľave-l pe Marijk-a	ART.M.DIR.SG PN-NOM.SG be_angry-PRS.3SG on PN-NOM.SG	‘Murša is angry with Marijka.’		ART.M.DIR.SG PN-NOM.SG злиться-PRS.3SG на PN-NOM.SG	‘Мурша злится на Марийку.’	холявел	о Мурш-а холяве-л пе Марийк-а
28	118	udivilpe	NOM	ABL	Y	NOM_ABL	o Murš-a udivi-sajl-o kata padark-a	ART.M.DIR.SG PN-NOM.SG be_surprised-PST.REFL-3SG.M from gift-NOM.SG	‘Murša was surprised at this gift.’		ART.M.DIR.SG PN-NOM.SG удивляться-PST.REFL-3SG.M от подарок-NOM.SG	‘Мурша удивился подарку.’	удивилпе	о Мурш-а удиви-сайл-о ката падарк-а
